,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
1803,Skue Sparebank,2428,SKUE,NO0006001809,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1804,Melhus Sparebank,2429,MELG,NO0006001908,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1805,Sparebanken Ost,2430,SPOG,NO0006222009,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1806,Sparebanken More,2431,MORG,NO0012483207,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1807,Sparebank 1 SMN,2432,MING,NO0006390301,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1808,Sparebank 1 Ringerike Hadeland,2433,RING,NO0006390400,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1809,Holand Og Setskog Sparebank,2434,HSPG,NO0010012636,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1810,Sparebank 1 Helgeland,2435,HELG,NO0010029804,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1811,Sparebank 1 Ostfold Akershus,2436,SOAG,NO0010285562,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1812,Jaeren Sparebank,2437,JAREN,NO0010359433,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1813,Sparebank 1 Ostlandet,2438,SPOL,NO0010751910,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1814,Sparebank 1 Nordmore,2439,SNOR,NO0010691660,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1815,I Love Lund,2440,LOVE B,SE0018397648,Aktie,Spotlight,Sverige,Finans & Fastighet,Investmentbolag
1816,Noble Corporation,2441,NOBLE,GB00BMXNWH07,Aktie,Large Cap,Danmark,Energi,Olja & Gas - Exploatering
1817,Noram Drilling,2442,NORAM,NO0010360019,Aktie,Oslo Growth,Norge,Industri,Industrimaskiner
1818,Technology Hardware,2443,SX101020PI,SE0004383925,BranschIndex,Index,Sverige,N/A,N/A
1819,Telecom Equipment,2444,SX151010PI,SE0014557492,BranschIndex,Index,Sverige,N/A,N/A
1820,Telecom Service Providers,2445,SX151020PI,SE0004383727,BranschIndex,Index,Sverige,N/A,N/A
1821,Health Care Providers,2446,SX201010PI,SE0014557500,BranschIndex,Index,Sverige,N/A,N/A
1822,Finance & Credit Services,2447,SX302010PI,SE0014557518,BranschIndex,Index,Sverige,N/A,N/A
1823,Investment Banking,2448,SX302020PI,SE0004383883,BranschIndex,Index,Sverige,N/A,N/A
1824,Insurance,2449,SX3030PI,SE0014557104,BranschIndex,Index,Sverige,N/A,N/A
1825,Real Estate Investment,2450,SX351010PI,SE0004383859,BranschIndex,Index,Sverige,N/A,N/A
1826,Automobiles & Parts,2451,SX4010PI,SE0004383495,BranschIndex,Index,Sverige,N/A,N/A
1827,Consumer Services,2452,SX402010PI,SE0014557559,BranschIndex,Index,Sverige,N/A,N/A
1828,Retailers,2453,SX404010PI,SE0004383651,BranschIndex,Index,Sverige,N/A,N/A
1829,Food Producers,2454,SX451020PI,SE0014557138,BranschIndex,Index,Sverige,N/A,N/A
1830,Personal Care,2455,SX4520PI,SE0014557435,BranschIndex,Index,Sverige,N/A,N/A
1831,Construction & Materials,2456,SX5010PI,SE0004383396,BranschIndex,Index,Sverige,N/A,N/A
1832,Aerospace & Defense,2457,SX502010PI,SE0004383420,BranschIndex,Index,Sverige,N/A,N/A
1833,Electronic Equipment,2458,SX502020PI,SE0004383446,BranschIndex,Index,Sverige,N/A,N/A
1834,General Industrials,2459,SX502030PI,SE0004383438,BranschIndex,Index,Sverige,N/A,N/A
1835,Industrial Engineering,2460,SX502040PI,SE0004383453,BranschIndex,Index,Sverige,N/A,N/A
1836,Industrial Support Services,2461,SX502050PI,SE0004383479,BranschIndex,Index,Sverige,N/A,N/A
1837,Industrial Transportation,2462,SX502060PI,SE0004383461,BranschIndex,Index,Sverige,N/A,N/A
1838,Industrial Goods & Services,2463,SX5020PI,SE0004383412,BranschIndex,Index,Sverige,N/A,N/A
1839,Industrial Materials,2464,SX551010PI,SE0004383354,BranschIndex,Index,Sverige,N/A,N/A
1840,Industrial Metals & Mining,2465,SX551020PI,SE0004383362,BranschIndex,Index,Sverige,N/A,N/A
1841,Precious Metals & Mining,2466,SX551030PI,SE0004383370,BranschIndex,Index,Sverige,N/A,N/A
1842,Basic Resources,2467,SX5510PI,SE0004383347,BranschIndex,Index,Sverige,N/A,N/A
1843,Oil Gas & Coal,2469,SX601010PI,SE0004383289,BranschIndex,Index,Sverige,N/A,N/A
1844,Alternative Energy,2470,SX601020PI,SE0004383305,BranschIndex,Index,Sverige,N/A,N/A
1845,Electricity,2471,SX651010PI,SE0004383768,BranschIndex,Index,Sverige,N/A,N/A
1846,Consumer Products,2475,SX4020PI,SE0004383545,BranschIndex,Index,Sverige,N/A,N/A
1847,Cinis Fertilizer,2476,CINIS,SE0018040784,Aktie,First North,Sverige,Material,Kemikalier
1848,Shelf Drilling North Sea,2477,SDNS,BMG236541097,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Borrning
1849,Dolphin Drilling,2480,DDRIL,NO0012595950,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Borrning
1850,ABAS Protect,2481,ABAS,SE0018588659,Aktie,Spotlight,Sverige,Industri,Installation & VVS
1851,Mahvie Minerals,2482,MAHVIE,SE0018768210,Aktie,NGM,Sverige,Material,Gruv - Prospekt & Drift
1852,Sampo,2483,SAMPO SDB,SE0018768707,Aktie,Large Cap,Sverige,Finans & Fastighet,Försäkring
1853,Koskisen,2484,KOSKI,FI4000533005,Aktie,Small Cap,Finland,Material,Skogsbolag
1854,Tamtron,2485,TAMTRON,FI4000541313,Aktie,First North,Finland,Industri,Mätning & Analys
1855,Nodebis Applications,2486,NODE,SE0020846392,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1856,Gotlandsbolaget A,2487,GOTL A,SE0000105371,Stocks2,First North,Sverige,Industri,Sjöfart & Rederi
1857,Gotlandsbolaget B,2488,GOTL B,SE0000105397,Aktie,First North,Sverige,Industri,Sjöfart & Rederi
1858,LumenRadio,2489,LUMEN,SE0019072158,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
1859,Frilans,2490,FRILAN,SE0019070434,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1860,OMX Nordic 40,2491,OMXN40,SE0001809476,Index GI,Index,Sverige,N/A,N/A
1861,Scandinavian Astor,2492,ASTOR,SE0019175274,Aktie,Spotlight,Sverige,Industri,Militär & Försvar
1862,Bien Sparebank,2493,BIEN,NO0012706763,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1863,Energeia,2494,ENERG,NO0012697715,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1864,Benchmark Holdings,2495,BMK,GB00BGHPT808,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1865,Triona,2499,TRIONA,SE0001321761,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1866,ANTCO Investment,2500,ANTCO B,SE0018690349,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
1867,Northern CapSek Pref,2501,CAPS PREF,SE0018537375,Pref,NGM,Sverige,Finans & Fastighet,Investmentbolag
1868,MindArk,2502,MNDRK,SE0019354358,Aktie,Spotlight,Sverige,Sällanköpsvaror,Gaming & Spel
1869,Neobo Fastigheter,2503,NEOBO,SE0005034550,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1870,RanLOS,2504,RLOS B,SE0019762147,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
1871,Upgrade Invest Nordic,2505,UPGRAD,SE0018536401,Aktie,Spotlight,Sverige,Finans & Fastighet,Investmentbolag
1872,Gubra,2506,GUBRA,DK0062266474,Aktie,Mid Cap,Danmark,Hälsovård,Läkemedel
1873,Seacrest Petroleo Bermuda,2507,SEAPT,BMG7947V2045,Aktie,Oslo Expand,Norge,Energi,Olja & Gas - Exploatering
1874,ReFuels N.V.,2508,REFL,NL0015001BF4,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1875,Stainless Tankers,2509,STST,NO0012780958,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1876,Observit,2510,OBSE,SE0017911704,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1877,DOF Group,2511,DOFG,NO0012851874,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
1878,Rusta,2512,RUSTA,SE0020848356,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Detaljhandel
1879,Mandatum,2513,MANTA,FI4000552526,Aktie,Large Cap,Finland,Finans & Fastighet,Kapitalförvaltning
1880,Beerenberg,2514,BBERG,NO0013017574,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Service
1881,MatvareExpressen,2515,MVE,NO0013008664,Aktie,Oslo Growth,Norge,Sällanköpsvaror,Livsmedelsbutiker
1882,Navigo Invest,2516,NAVIGO STAM,SE0007100532,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1883,Sibek,2517,SIBEK,SE0020050359,Aktie,First North,Sverige,Industri,Affärskonsulter
1884,Norconsult,2518,NORCO,NO0013052209,Aktie,Oslo Bors,Norge,Industri,Affärskonsulter
1885,Better Collective,2520,BETCO DKK,DK0060952240,Aktie,Large Cap,Danmark,Sällanköpsvaror,Betting & Casino
1886,Gosol Energy,2521,GOSOL,SE0020845071,Aktie,Spotlight,Sverige,Kraftförsörjning,Solkraft
1887,Cyclezyme,2522,CYCLE,SE0020975852,Aktie,Spotlight,Sverige,Hälsovård,Biotech
1888,Pohjanmaan Arvo,2523,ARVOSK,FI4000532320,Aktie,First North,Finland,Finans & Fastighet,Investmentbolag
